DATATYPE ZTEM
1 451 452 453 1 		 0.004247027 0.01021235 0.01114072 0.01055704 0.1336735 0.01668368 0.077247 0.01386235
1 454 455 456 1 		 0.01550109 0.01077505 0.02005202 0.0110026 0.1132825 0.01566413 0.06852487 0.01342624
1 457 458 459 1 		 0.02622571 0.01131129 0.02734534 0.01136727 0.08092753 0.01404638 0.05576779 0.01278839
1 460 461 462 1 		 0.02957841 0.01147892 0.03096666 0.01154833 0.04797637 0.01239882 0.0425072 0.01212536
1 463 464 465 1 		 0.02496008 0.011248 0.03070852 0.01153543 0.02496008 0.011248 0.03070852 0.01153543
1 466 467 468 1 		 0.0174483 0.01087242 0.02734571 0.01136729 0.01216091 0.01060805 0.02149389 0.01107469
1 469 470 471 1 		 -0.007891668 0.01039458 -0.01097805 0.0105489 0.007596182 0.01037981 0.0134701 0.01067351
1 472 473 474 1 		 -0.01121717 0.01056086 -0.01231256 0.01061563 0.01428099 0.01071405 0.01978362 0.01098918
1 475 476 477 1 		 -0.01404602 0.0107023 -0.01253307 0.01062665 0.02546367 0.01127318 0.02842469 0.01142123
1 478 479 480 1 		 -0.01488077 0.01074404 -0.01125211 0.01056261 0.04107702 0.01205385 0.03901992 0.011951
1 481 482 483 1 		 -0.01274006 0.010637 -0.008126894 0.01040634 0.05827894 0.01291395 0.05030873 0.01251544
1 484 485 486 1 		 -0.00875499 0.01043775 -0.003474816 0.01017374 0.07182331 0.01359117 0.05982134 0.01299107
1 487 488 489 1 		 -0.00389626 0.01019481 0.00228071 0.01011404 0.07758868 0.01387943 0.0646048 0.01323024
1 490 491 492 1 		 0.001467199 0.01007336 0.008466794 0.01042334 0.07504359 0.01375218 0.06373116 0.01318656
1 493 494 495 1 		 0.007095408 0.01035477 0.01434179 0.01071709 0.06403595 0.0132018 0.05723798 0.0128619
1 496 497 498 1 		 0.01181075 0.01059054 0.01898889 0.01094944 0.04768496 0.01238425 0.04753189 0.01237659
1 499 500 501 1 		 0.0135598 0.01067799 0.0213994 0.01106997 0.03073359 0.01153668 0.0369573 0.01184787
1 502 503 504 1 		 0.01216091 0.01060805 0.02149389 0.01107469 0.0174483 0.01087242 0.02734571 0.01136729
1 505 506 507 1 		 0.00899982 0.01044999 0.01960704 0.01098035 0.00899982 0.01044999 0.01960704 0.01098035
2 1 2 3 1 		 0.0004006796 0.01002003 -0.000343782 0.01001719 0.0004006796 0.01002003 -0.000343782 0.01001719
2 4 5 6 1 		 0.0008009257 0.01004005 -0.0003590153 0.01001795 0.0006802224 0.01003401 -0.0004312377 0.01002156
2 7 8 9 1 		 0.001212123 0.01006061 -0.0004196564 0.01002098 0.001154329 0.01005772 -0.0006074986 0.01003037
2 10 11 12 1 		 0.001693924 0.0100847 -0.0006611571 0.01003306 0.001856277 0.01009281 -0.001006414 0.01005032
2 13 14 15 1 		 0.002160864 0.01010804 -0.001176581 0.01005883 0.002807761 0.01014039 -0.001943651 0.01009718
2 16 17 18 1 		 0.002379035 0.01011895 -0.00182646 0.01009132 0.003849381 0.01019247 -0.003759847 0.01018799
2 19 20 21 1 		 0.002055669 0.01010278 -0.002090358 0.01010452 0.004609973 0.0102305 -0.006691994 0.0103346
2 22 23 24 1 		 0.00119356 0.01005968 -0.001411709 0.01007059 0.004829629 0.01024148 -0.009871018 0.01049355
2 25 26 27 1 		 -3.942359e-05 0.01000197 0.0001794379 0.01000897 0.004666392 0.01023332 -0.01129152 0.01056458
2 28 29 30 1 		 -0.001270868 0.01006354 0.001773484 0.01008867 0.004399606 0.01021998 -0.009946414 0.01049732
2 31 32 33 1 		 -0.0021118 0.01010559 0.002457137 0.01012286 0.003864456 0.01019322 -0.00679089 0.01033954
2 34 35 36 1 		 -0.002356894 0.01011784 0.002187204 0.01010936 0.002959697 0.01014798 -0.003830449 0.01019152
2 37 38 39 1 		 -0.001927466 0.01009637 0.001477404 0.01007387 0.001953729 0.01009769 -0.001957376 0.01009787
2 40 41 42 1 		 0.0006802224 0.01003401 -0.0004312377 0.01002156 0.0008009257 0.01004005 -0.0003590153 0.01001795
2 43 44 45 1 		 0.001290755 0.01006454 -0.0005056261 0.01002528 0.001290755 0.01006454 -0.0005056261 0.01002528
2 46 47 48 1 		 0.002020963 0.01010105 -0.0007553334 0.01003777 0.002078195 0.01010391 -0.000844434 0.01004222
2 49 50 51 1 		 0.002925303 0.01014627 -0.001463574 0.01007318 0.003198874 0.01015994 -0.001609312 0.01008047
2 52 53 54 1 		 0.003786862 0.01018934 -0.002969854 0.01014849 0.004593058 0.01022965 -0.003430704 0.01017154
2 55 56 57 1 		 0.004059998 0.010203 -0.005076194 0.01025381 0.005770643 0.01028853 -0.007200655 0.01036003
2 58 59 60 1 		 0.003206956 0.01016035 -0.006325069 0.01031625 0.005488299 0.01027441 -0.01407419 0.01070371
2 61 62 63 1 		 0.001712927 0.01008565 -0.004564936 0.01022825 0.003236609 0.01016183 -0.02250063 0.01112503
2 64 65 66 1 		 -2.393943e-05 0.0100012 0.0002852357 0.01001426 0.001447929 0.0100724 -0.02651578 0.01132579
2 67 68 69 1 		 -0.001759134 0.01008796 0.005151605 0.01025758 0.002156692 0.01010783 -0.02251306 0.01112565
2 70 71 72 1 		 -0.00322519 0.01016126 0.006923392 0.01034617 0.003668918 0.01018345 -0.0140164 0.01070082
2 73 74 75 1 		 -0.003975994 0.0101988 0.005627591 0.01028138 0.003691481 0.01018457 -0.007047114 0.01035236
2 76 77 78 1 		 -0.003441511 0.01017208 0.003388156 0.01016941 0.002664243 0.01013321 -0.003218715 0.01016094
2 79 80 81 1 		 0.001154329 0.01005772 -0.0006074986 0.01003037 0.001212123 0.01006061 -0.0004196564 0.01002098
2 82 83 84 1 		 0.002078195 0.01010391 -0.000844434 0.01004222 0.002020963 0.01010105 -0.0007553334 0.01003777
2 85 86 87 1 		 0.003286041 0.0101643 -0.00148943 0.01007447 0.003286041 0.0101643 -0.00148943 0.01007447
2 88 89 90 1 		 0.004802797 0.01024014 -0.003129869 0.01015649 0.005008444 0.01025042 -0.002926605 0.01014633
2 91 92 93 1 		 0.006070665 0.01030353 -0.006843708 0.01034219 0.006939567 0.01034698 -0.005969331 0.01029847
2 94 95 96 1 		 0.00557849 0.01027892 -0.01291746 0.01064587 0.007833319 0.01039167 -0.01231373 0.01061569
2 97 98 99 1 		 0.00185201 0.0100926 -0.01815076 0.01090754 0.003275804 0.01016379 -0.02559079 0.01127954
2 100 101 102 1 		 -0.0004849735 0.01002425 -0.01397854 0.01069893 -0.010885 0.01054425 -0.0451105 0.01225553
2 103 104 105 1 		 2.162408e-05 0.01000108 0.0004620674 0.0100231 -0.0203099 0.0110155 -0.05528089 0.01276404
2 106 107 108 1 		 0.0005609978 0.01002805 0.01497562 0.01074878 -0.01348756 0.01067438 -0.04441666 0.01222083
2 109 110 111 1 		 -0.001702441 0.01008512 0.01920679 0.01096034 -0.0009912117 0.01004956 -0.0242353 0.01121177
2 112 113 114 1 		 -0.005295048 0.01026475 0.01379771 0.01068989 0.003226788 0.01016134 -0.01067465 0.01053373
2 115 116 117 1 		 -0.00546315 0.01027316 0.007366727 0.01036834 0.002878009 0.0101439 -0.004429014 0.01022145
2 118 119 120 1 		 0.001856277 0.01009281 -0.001006414 0.01005032 0.001693924 0.0100847 -0.0006611571 0.01003306
2 121 122 123 1 		 0.003198874 0.01015994 -0.001609312 0.01008047 0.002925303 0.01014627 -0.001463574 0.01007318
2 124 125 126 1 		 0.005008444 0.01025042 -0.002926605 0.01014633 0.004802797 0.01024014 -0.003129869 0.01015649
2 127 128 129 1 		 0.00727364 0.01036368 -0.005937413 0.01029687 0.00727364 0.01036368 -0.005937413 0.01029687
2 130 131 132 1 		 0.008795322 0.01043977 -0.01315043 0.01065752 0.009966461 0.01049832 -0.01053316 0.01052666
2 133 134 135 1 		 0.005534023 0.0102767 -0.02695339 0.01134767 0.01105564 0.01055278 -0.01852446 0.01092622
2 136 137 138 1 		 -0.009819567 0.01049098 -0.0433218 0.01216609 0.00214468 0.01010723 -0.03496378 0.01174819
2 139 140 141 1 		 -0.01384923 0.01069246 -0.03456115 0.01172806 -0.03250942 0.01162547 -0.06006562 0.01300328
2 142 143 144 1 		 0.0001074485 0.01000537 0.0008338163 0.01004169 -0.05438333 0.01271917 -0.0724572 0.01362286
2 145 146 147 1 		 0.01425014 0.01071251 0.03636092 0.01181805 -0.0373475 0.01186737 -0.05665305 0.01283265
2 148 149 150 1 		 0.01047382 0.01052369 0.04524919 0.01226246 -0.006195468 0.01030977 -0.02882557 0.01144128
2 151 152 153 1 		 -0.004761737 0.01023809 0.02832041 0.01141602 0.002423965 0.0101212 -0.01186312 0.01059316
2 154 155 156 1 		 -0.007647738 0.01038239 0.01357499 0.01067875 0.002681605 0.01013408 -0.004750924 0.01023755
2 157 158 159 1 		 0.002807761 0.01014039 -0.001943651 0.01009718 0.002160864 0.01010804 -0.001176581 0.01005883
2 160 161 162 1 		 0.004593058 0.01022965 -0.003430704 0.01017154 0.003786862 0.01018934 -0.002969854 0.01014849
